Datum,Broj naloga,Dobavljac,Naziv u GK,Analitika,Racun,Duguje,Potrazuje,Eksterni dokument,Opis
2024-06-13,IZ160-115,PMP ELEKTRO,PMP-ELEKTRO DOO,P-00485,2324.0,3500000.0,0.0,nan,nan
2024-08-15,IZ160-163/4,PMP ELEKTRO,PMP-ELEKTRO DOO,P-00485,2324.0,0.0,1200000.0,nan,nan
2024-09-02,IZ160-176,PMP ELEKTRO,PMP-ELEKTRO DOO,P-00485,2324.0,0.0,2300000.0,nan,nan
2024-12-09,IZ160-246/6,PMP ELEKTRO,PMP-ELEKTRO DOO,P-00485,4350.0,982722.44,0.0,nan,nan
2025-01-21,IZ160-012,MISON,MISON DOO BEOGRAD,P-00583,4350.0,357.6,0.0,nan,nan
2025-02-28,IZ190-015,MISON,MISON DOO BEOGRAD,P-00583,4350.0,248107.2,0.0,nan,nan
2025-03-03,IZ190-016,MISON,MISON DOO BEOGRAD,P-00583,4350.0,-248107.2,0.0,nan,nan
2025-06-06,IZ190-061,MISON,MISON DOO BEOGRAD,P-00583,4350.0,9958.8,0.0,nan,nan
2025-06-13,IZ190-066,MISON,MISON DOO BEOGRAD,P-00583,4350.0,9958.8,0.0,nan,nan
2025-08-29,IZ190-120,MISON,MISON DOO BEOGRAD,P-00583,4350.0,4800.0,0.0,nan,Izvod br. 120
2024-11-07,IZ190-022,MISON,MISON DOO BEOGRAD,P-00583,4350.0,503119.68,0.0,nan,nan
2024-12-02,ID190-030,MISON,MISON DOO BEOGRAD,P-00583,4350.0,1179401.52,0.0,nan,nan
2024-12-10,IZ160-247,MISON,MISON DOO BEOGRAD,P-00583,4350.0,563223.6,0.0,nan,nan
2025-01-21,IZ160-012,97 ENERGETIKA,97 ENERGETIKA-TERMOTEHNIKA DOO BEOGRAD,P-00613,4350.0,700000.0,0.0,nan,nan
2025-01-24,IZ190-006/2,97 ENERGETIKA,97 ENERGETIKA-TERMOTEHNIKA DOO BEOGRAD,P-00613,4350.0,222562.61,0.0,nan,nan
2025-02-11,IZ160-027,97 ENERGETIKA,97 ENERGETIKA-TERMOTEHNIKA DOO BEOGRAD,P-00613,4350.0,300000.0,0.0,nan,nan
2025-02-19,IZ160-032,97 ENERGETIKA,97 ENERGETIKA-TERMOTEHNIKA DOO BEOGRAD,P-00613,4350.0,1000000.0,0.0,nan,nan
2025-03-04,IZ160-041,97 ENERGETIKA,97 ENERGETIKA-TERMOTEHNIKA DOO BEOGRAD,P-00613,4350.0,1000000.0,0.0,nan,nan
2025-03-14,IZ160-049,97 ENERGETIKA,97 ENERGETIKA-TERMOTEHNIKA DOO BEOGRAD,P-00613,4350.0,201250.85,0.0,nan,nan
2025-04-04,IZ160-064,97 ENERGETIKA,97 ENERGETIKA-TERMOTEHNIKA DOO BEOGRAD,P-00613,4350.0,201250.85,0.0,nan,nan
2025-04-04,IZ160-064,97 ENERGETIKA,97 ENERGETIKA-TERMOTEHNIKA DOO BEOGRAD,P-00613,4350.0,1294799.14,0.0,nan,nan
2025-04-11,IZ190-025,97 ENERGETIKA,97 ENERGETIKA-TERMOTEHNIKA DOO BEOGRAD,P-00613,4350.0,1786276.01,0.0,nan,nan
2025-04-11,IZ190-025,97 ENERGETIKA,97 ENERGETIKA-TERMOTEHNIKA DOO BEOGRAD,P-00613,4350.0,201250.85,0.0,nan,nan
2025-06-24,IZ190-073,97 ENERGETIKA,97 ENERGETIKA-TERMOTEHNIKA DOO BEOGRAD,P-00613,4350.0,374283.97,0.0,nan,Izvod br. 073
2024-12-17,IZ190-036,97 ENERGETIKA,97 ENERGETIKA-TERMOTEHNIKA DOO BEOGRAD,P-00613,4350.0,524169.81,0.0,nan,nan
2024-12-17,IZ190-036,97 ENERGETIKA,97 ENERGETIKA-TERMOTEHNIKA DOO BEOGRAD,P-00613,4350.0,2306453.83,0.0,nan,nan
2025-06-10,IZ190-063,JELISAVAC,JELISAVAC KLIMATIZACIJA COMPANY DOO BEOGRAD,P-00736,4350.0,-245983.28,0.0,nan,nan
2025-06-10,IZ190-063,JELISAVAC,JELISAVAC KLIMATIZACIJA COMPANY DOO BEOGRAD,P-00736,4350.0,245983.28,0.0,nan,nan
2025-06-12,IZ190-065,JELISAVAC,JELISAVAC KLIMATIZACIJA COMPANY DOO BEOGRAD,P-00736,4350.0,245983.28,0.0,nan,nan
2025-07-22,IZ190-092,JELISAVAC,JELISAVAC KLIMATIZACIJA COMPANY DOO BEOGRAD,P-00736,4350.0,573766.02,0.0,nan,nan
2025-11-25,IZ190-182,JELISAVAC,JELISAVAC KLIMATIZACIJA COMPANY DOO BEOGRAD,P-00736,4350.0,695674.51,0.0,nan,Izvod br. 182
2025-01-14,IZ160-007,BOTOMEX,BOTOMEX DOO BEOGRAD,P-00554,4350.0,5389.4,0.0,nan,nan
2025-02-04,IZ160-022,BOTOMEX,BOTOMEX DOO BEOGRAD,P-00554,4350.0,5389.41,0.0,nan,nan
2025-02-04,IZ160-022,BOTOMEX,BOTOMEX DOO BEOGRAD,P-00554,4350.0,11404.8,0.0,nan,nan
2025-02-25,IZ160-036,BOTOMEX,BOTOMEX DOO BEOGRAD,P-00554,4350.0,11404.8,0.0,nan,nan
2025-02-25,IZ160-036,BOTOMEX,BOTOMEX DOO BEOGRAD,P-00554,4350.0,789370.94,0.0,nan,nan
2025-02-28,IZ190-015,BOTOMEX,BOTOMEX DOO BEOGRAD,P-00554,4350.0,688121.37,0.0,nan,nan
2024-10-09,IZ190-010,BOTOMEX,BOTOMEX DOO BEOGRAD,P-00554,4350.0,536396.76,0.0,nan,nan
2024-12-09,IZ160-246/6,BOTOMEX,BOTOMEX DOO BEOGRAD,P-00554,4350.0,536396.75,0.0,nan,nan
2024-12-10,IZ160-247,BOTOMEX,BOTOMEX DOO BEOGRAD,P-00554,4350.0,7840.0,0.0,nan,nan
2024-12-16,IZ190-035/4,BOTOMEX,BOTOMEX DOO BEOGRAD,P-00554,4350.0,800149.77,0.0,nan,nan
2025-06-10,IZ190-063,BGASTIM,NENAD RANDJELOVIC PR BG AS TIM PVS BEOGRAD,P-00601,4350.0,88920.0,0.0,nan,nan
2025-07-11,IZ190-085,BGASTIM,NENAD RANDJELOVIC PR BG AS TIM PVS BEOGRAD,P-00601,4350.0,337920.0,0.0,nan,Izvod br. 085
2025-10-03,IZ190-145,BGASTIM,NENAD RANDJELOVIC PR BG AS TIM PVS BEOGRAD,P-00601,4350.0,8952.0,0.0,nan,Izvod br. 145
2025-10-03,IZ190-145,BGASTIM,NENAD RANDJELOVIC PR BG AS TIM PVS BEOGRAD,P-00601,4350.0,44916.0,0.0,nan,Izvod br. 145
2025-11-28,IZ190-185/2,BGASTIM,NENAD RANDJELOVIC PR BG AS TIM PVS BEOGRAD,P-00601,4350.0,47760.0,0.0,nan,Izvod br. 185
2024-12-02,ID190-030,BGASTIM,NENAD RANDJELOVIC PR BG AS TIM PVS BEOGRAD,P-00601,4350.0,818541.0,0.0,nan,nan
2025-01-14,IZ160-007,MIOS,MIOS MOBILITY DOO,P-00629,2285.0,204850.05,0.0,nan,nan
2025-01-14,IZ160-007,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,49063.74,0.0,nan,nan
2025-02-11,IZ160-027,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,33007.2,0.0,nan,nan
2025-03-11,IZ160-046,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,102379.03,0.0,nan,nan
2025-04-08,IZ160-067,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,102401.84,0.0,nan,nan
2025-05-09,IZ190-042,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,102385.99,0.0,nan,Izvod br. 042
2025-06-13,IZ190-066,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,102401.76,0.0,nan,nan
2025-07-08,IZ190-083,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,102369.88,0.0,nan,Izvod br. 083
2025-08-08,IZ190-105/4,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,102369.36,0.0,nan,Izvod br. 105
2025-08-12,IZ190-107/4,MIOS,MIOS MOBILITY DOO,P-00629,2285.0,140605.56,0.0,nan,Izvod br. 107
2025-08-12,IZ190-107/4,MIOS,MIOS MOBILITY DOO,P-00629,2285.0,140605.56,0.0,nan,Izvod br. 107
2025-08-12,IZ190-107/4,MIOS,MIOS MOBILITY DOO,P-00629,2285.0,140605.56,0.0,nan,Izvod br. 107
2025-08-12,IZ190-107/4,MIOS,MIOS MOBILITY DOO,P-00629,2285.0,140605.56,0.0,nan,Izvod br. 107
2025-08-12,IZ190-107/4,MIOS,MIOS MOBILITY DOO,P-00629,2285.0,140605.56,0.0,nan,Izvod br. 107
2025-08-12,IZ190-107/4,MIOS,MIOS MOBILITY DOO,P-00629,2285.0,140605.56,0.0,nan,Izvod br. 107
2025-08-12,IZ190-107/4,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,16873.44,0.0,nan,Izvod br. 107
2025-08-12,IZ190-107/4,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,16873.44,0.0,nan,Izvod br. 107
2025-08-12,IZ190-107/4,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,16873.44,0.0,nan,Izvod br. 107
2025-08-12,IZ190-107/4,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,16873.44,0.0,nan,Izvod br. 107
2025-08-12,IZ190-107/4,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,16873.44,0.0,nan,Izvod br. 107
2025-08-12,IZ190-107/4,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,16873.44,0.0,nan,Izvod br. 107
2025-08-22,IZ190-115,MIOS,MIOS MOBILITY DOO,P-00629,2285.0,201332.35,0.0,nan,Izvod br. 115
2025-08-22,IZ190-115,MIOS,MIOS MOBILITY DOO,P-00629,2285.0,140603.4,0.0,nan,Izvod br. 115
2025-08-22,IZ190-115,MIOS,MIOS MOBILITY DOO,P-00629,2285.0,140603.4,0.0,nan,Izvod br. 115
2025-08-22,IZ190-115,MIOS,MIOS MOBILITY DOO,P-00629,2285.0,140603.4,0.0,nan,Izvod br. 115
2025-08-22,IZ190-115,MIOS,MIOS MOBILITY DOO,P-00629,2285.0,140603.4,0.0,nan,Izvod br. 115
2025-08-22,IZ190-115,MIOS,MIOS MOBILITY DOO,P-00629,2285.0,140603.4,0.0,nan,Izvod br. 115
2025-08-22,IZ190-115,MIOS,MIOS MOBILITY DOO,P-00629,2285.0,140603.4,0.0,nan,Izvod br. 115
2025-08-22,IZ190-115,MIOS,MIOS MOBILITY DOO,P-00629,2285.0,140603.4,0.0,nan,Izvod br. 115
2025-08-22,IZ190-115,MIOS,MIOS MOBILITY DOO,P-00629,2285.0,140603.4,0.0,nan,Izvod br. 115
2025-08-22,IZ190-115,MIOS,MIOS MOBILITY DOO,P-00629,2285.0,140603.4,0.0,nan,Izvod br. 115
2025-08-22,IZ190-115,MIOS,MIOS MOBILITY DOO,P-00629,2285.0,140603.4,0.0,nan,Izvod br. 115
2025-08-22,IZ190-115,MIOS,MIOS MOBILITY DOO,P-00629,2285.0,140603.4,0.0,nan,Izvod br. 115
2025-08-22,IZ190-115,MIOS,MIOS MOBILITY DOO,P-00629,2285.0,140603.4,0.0,nan,Izvod br. 115
2025-08-22,IZ190-115,MIOS,MIOS MOBILITY DOO,P-00629,2285.0,140603.4,0.0,nan,Izvod br. 115
2025-08-22,IZ190-115,MIOS,MIOS MOBILITY DOO,P-00629,2285.0,140603.4,0.0,nan,Izvod br. 115
2025-08-22,IZ190-115,MIOS,MIOS MOBILITY DOO,P-00629,2285.0,140603.4,0.0,nan,Izvod br. 115
2025-08-22,IZ190-115,MIOS,MIOS MOBILITY DOO,P-00629,2285.0,140603.4,0.0,nan,Izvod br. 115
2025-08-22,IZ190-115,MIOS,MIOS MOBILITY DOO,P-00629,2285.0,140603.4,0.0,nan,Izvod br. 115
2025-08-22,IZ190-115,MIOS,MIOS MOBILITY DOO,P-00629,2285.0,140603.4,0.0,nan,Izvod br. 115
2025-08-29,IZ190-120,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,16872.0,0.0,nan,Izvod br. 120
2025-08-29,IZ190-120,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,16872.0,0.0,nan,Izvod br. 120
2025-08-29,IZ190-120,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,16872.0,0.0,nan,Izvod br. 120
2025-08-29,IZ190-120,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,16872.0,0.0,nan,Izvod br. 120
2025-08-29,IZ190-120,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,16872.0,0.0,nan,Izvod br. 120
2025-08-29,IZ190-120,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,16872.0,0.0,nan,Izvod br. 120
2025-08-29,IZ190-120,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,16872.0,0.0,nan,Izvod br. 120
2025-08-29,IZ190-120,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,16872.0,0.0,nan,Izvod br. 120
2025-08-29,IZ190-120,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,16872.0,0.0,nan,Izvod br. 120
2025-08-29,IZ190-120,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,16872.0,0.0,nan,Izvod br. 120
2025-08-29,IZ190-120,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,16872.0,0.0,nan,Izvod br. 120
2025-08-29,IZ190-120,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,16872.0,0.0,nan,Izvod br. 120
2025-08-29,IZ190-120,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,16872.0,0.0,nan,Izvod br. 120
2025-08-29,IZ190-120,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,24159.3,0.0,nan,Izvod br. 120
2025-08-29,IZ190-120,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,16872.0,0.0,nan,Izvod br. 120
2025-08-29,IZ190-120,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,16872.0,0.0,nan,Izvod br. 120
2025-08-29,IZ190-120,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,16872.0,0.0,nan,Izvod br. 120
2025-08-29,IZ190-120,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,16872.0,0.0,nan,Izvod br. 120
2025-08-29,IZ190-120,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,16872.0,0.0,nan,Izvod br. 120
2025-09-09,IZ190-127,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,102370.67,0.0,nan,Izvod br. 127
2025-09-09,IZ190-127,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,7048.78,0.0,nan,Izvod br. 127
2025-09-09,IZ190-127,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,19931.45,0.0,nan,Izvod br. 127
2025-09-09,IZ190-127,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,19931.45,0.0,nan,Izvod br. 127
2025-09-09,IZ190-127,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,19931.45,0.0,nan,Izvod br. 127
2025-09-09,IZ190-127,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,19931.45,0.0,nan,Izvod br. 127
2025-09-09,IZ190-127,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,19931.45,0.0,nan,Izvod br. 127
2025-09-09,IZ190-127,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,19931.45,0.0,nan,Izvod br. 127
2025-10-14,IZ190-152,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32527.33,0.0,nan,Izvod br. 152
2025-10-14,IZ190-152,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,54634.61,0.0,nan,Izvod br. 152
2025-10-14,IZ190-152,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,5421.7,0.0,nan,Izvod br. 152
2025-10-14,IZ190-152,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,5421.7,0.0,nan,Izvod br. 152
2025-10-14,IZ190-152,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,5421.7,0.0,nan,Izvod br. 152
2025-10-14,IZ190-152,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,5421.7,0.0,nan,Izvod br. 152
2025-10-14,IZ190-152,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,5421.7,0.0,nan,Izvod br. 152
2025-10-14,IZ190-152,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,5421.7,0.0,nan,Izvod br. 152
2025-10-14,IZ190-152,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,5421.7,0.0,nan,Izvod br. 152
2025-10-14,IZ190-152,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,5421.7,0.0,nan,Izvod br. 152
2025-10-14,IZ190-152,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,5421.7,0.0,nan,Izvod br. 152
2025-10-14,IZ190-152,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,5421.7,0.0,nan,Izvod br. 152
2025-10-14,IZ190-152,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32527.33,0.0,nan,Izvod br. 152
2025-10-14,IZ190-152,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32527.33,0.0,nan,Izvod br. 152
2025-10-14,IZ190-152,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32527.33,0.0,nan,Izvod br. 152
2025-10-14,IZ190-152,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32527.33,0.0,nan,Izvod br. 152
2025-10-14,IZ190-152,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32527.33,0.0,nan,Izvod br. 152
2025-10-14,IZ190-152,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,102392.96,0.0,nan,Izvod br. 152
2025-10-28,IZ190-162,MIOS,MIOS MOBILITY DOO,P-00629,2285.0,958121.45,0.0,nan,nan
2025-10-28,IZ190-162,MIOS,MIOS MOBILITY DOO,P-00629,2285.0,206949.07,0.0,nan,nan
2025-11-07,IZ190-171,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32538.18,0.0,nan,Izvod br. 171
2025-11-07,IZ190-171,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,25191.48,0.0,nan,Izvod br. 171
2025-11-07,IZ190-171,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,25191.48,0.0,nan,Izvod br. 171
2025-11-07,IZ190-171,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,25191.48,0.0,nan,Izvod br. 171
2025-11-07,IZ190-171,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32538.18,0.0,nan,Izvod br. 171
2025-11-07,IZ190-171,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,25191.48,0.0,nan,Izvod br. 171
2025-11-07,IZ190-171,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,25191.48,0.0,nan,Izvod br. 171
2025-11-07,IZ190-171,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,25191.48,0.0,nan,Izvod br. 171
2025-11-07,IZ190-171,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32538.18,0.0,nan,Izvod br. 171
2025-11-07,IZ190-171,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,54652.84,0.0,nan,Izvod br. 171
2025-11-07,IZ190-171,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32538.18,0.0,nan,Izvod br. 171
2025-11-07,IZ190-171,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32538.18,0.0,nan,Izvod br. 171
2025-11-07,IZ190-171,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32538.18,0.0,nan,Izvod br. 171
2025-11-07,IZ190-171,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32538.18,0.0,nan,Izvod br. 171
2025-11-07,IZ190-171,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32538.18,0.0,nan,Izvod br. 171
2025-11-07,IZ190-171,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32538.18,0.0,nan,Izvod br. 171
2025-11-07,IZ190-171,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,102427.1,0.0,nan,Izvod br. 171
2025-11-07,IZ190-171,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,7450.24,0.0,nan,Izvod br. 171
2025-11-07,IZ190-171,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,34481.63,0.0,nan,Izvod br. 171
2025-11-07,IZ190-171,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32538.18,0.0,nan,Izvod br. 171
2025-11-07,IZ190-171,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32538.18,0.0,nan,Izvod br. 171
2025-11-07,IZ190-171,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32538.18,0.0,nan,Izvod br. 171
2025-11-07,IZ190-171,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32538.18,0.0,nan,Izvod br. 171
2025-11-07,IZ190-171,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32538.18,0.0,nan,Izvod br. 171
2025-11-07,IZ190-171,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32538.18,0.0,nan,Izvod br. 171
2025-11-07,IZ190-171,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32538.18,0.0,nan,Izvod br. 171
2025-11-07,IZ190-171,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,25191.48,0.0,nan,Izvod br. 171
2025-11-07,IZ190-171,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,25191.48,0.0,nan,Izvod br. 171
2025-11-14,IZ190-175,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,4638.47,0.0,nan,Izvod br. 175
2025-11-14,IZ190-175,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,21471.71,0.0,nan,Izvod br. 175
2025-12-05,IZ190-190/4,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,47985.66,0.0,nan,Izvod br. 190
2025-12-05,IZ190-190/4,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32579.26,0.0,nan,Izvod br. 190
2025-12-05,IZ190-190/4,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32579.26,0.0,nan,Izvod br. 190
2025-12-05,IZ190-190/4,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32579.26,0.0,nan,Izvod br. 190
2025-12-05,IZ190-190/4,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32579.26,0.0,nan,Izvod br. 190
2025-12-05,IZ190-190/4,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32579.26,0.0,nan,Izvod br. 190
2025-12-05,IZ190-190/4,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32579.26,0.0,nan,Izvod br. 190
2025-12-05,IZ190-190/4,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,54721.82,0.0,nan,Izvod br. 190
2025-12-05,IZ190-190/4,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32579.26,0.0,nan,Izvod br. 190
2025-12-05,IZ190-190/4,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32579.26,0.0,nan,Izvod br. 190
2025-12-05,IZ190-190/4,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32579.26,0.0,nan,Izvod br. 190
2025-12-05,IZ190-190/4,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32579.26,0.0,nan,Izvod br. 190
2025-12-05,IZ190-190/4,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32579.26,0.0,nan,Izvod br. 190
2025-12-05,IZ190-190/4,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32579.26,0.0,nan,Izvod br. 190
2025-12-05,IZ190-190/4,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32579.26,0.0,nan,Izvod br. 190
2025-12-05,IZ190-190/4,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32579.26,0.0,nan,Izvod br. 190
2025-12-05,IZ190-190/4,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32579.26,0.0,nan,Izvod br. 190
2025-12-05,IZ190-190/4,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32579.26,0.0,nan,Izvod br. 190
2025-12-05,IZ190-190/4,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32579.26,0.0,nan,Izvod br. 190
2025-12-05,IZ190-190/4,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32579.26,0.0,nan,Izvod br. 190
2025-12-05,IZ190-190/4,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32579.26,0.0,nan,Izvod br. 190
2025-12-05,IZ190-190/4,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32579.26,0.0,nan,Izvod br. 190
2025-12-05,IZ190-190/4,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32579.26,0.0,nan,Izvod br. 190
2025-12-05,IZ190-190/4,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32579.26,0.0,nan,Izvod br. 190
2025-12-05,IZ190-190/4,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32579.26,0.0,nan,Izvod br. 190
2025-12-05,IZ190-190/4,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,32579.26,0.0,nan,Izvod br. 190
2025-12-05,IZ190-190/4,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,222158.2,0.0,nan,Izvod br. 190
2025-12-05,IZ190-190/4,MIOS,MIOS MOBILITY DOO,P-00629,4350.0,102556.46,0.0,nan,Izvod br. 190
